row_id,ambiguous_query,patient_context,ground_truth,label,food_phrase,decision,agent_state,family_name,max_belief,n_hypotheses_init,n_hypotheses_final,entropy_init,entropy_final,candidates_init,candidates_final,turns,stop_reason,abstained,question_log,clarified_query,response,label_binary,pred_binary,correct,entropy_reduction
265,Is oatmeal with cinnamon recommended for hypothyroidism?,hypothyroidism,hypothyroidism,okay,oatmeal with cinnamon recommended for hypothyroidism,OKAY,ANSWER,,1.0,3,1,1.585,0.0,"[{""name"": ""Gastroparesis""}, {""name"": ""Dumping Syndrome""}, {""name"": ""Diverticulitis""}]","[{""name"": ""Diverticulitis""}]",2,belief_concentrated,False,"[{""cid"": ""COND:c876b0cbfc73"", ""name"": ""Gastroparesis"", ""question"": ""Do you have Gastroparesis?"", ""answer"": false, ""ig"": 0.9183, ""max_b"": 0.5}, {""cid"": ""COND:ee3bdcaffa4e"", ""name"": ""Dumping Syndrome"", ""question"": ""Do you have Dumping Syndrome?"", ""answer"": false, ""ig"": 1.0, ""max_b"": 1.0}]","Food query: Is oatmeal with cinnamon recommended for hypothyroidism?
Clarification answers:
  - Gastroparesis: No
  - Dumping Syndrome: No

KG risk conditions: Diverticulitis.",OKAY,OKAY,OKAY,True,1.585
266,Should I avoid ice cream if I have congestive heart failure?,congestive heart failure,congestive heart failure,not_okay,ice cream,NOT OKAY,ANSWER,,1.0,12,1,3.585,0.0,"[{""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Prediabetes""}, {""name"": ""Hypertension""}, {""name"": ""Coronary Artery Disease""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Milk Allergy""}, {""name"": ""Hypercholesterolemia""}, {""name"": ""Obesity""}, {""name"": ""Lactose Intolerance""}]","[{""name"": ""Congestive Heart Failure""}]",8,confirmed_risky,False,"[{""cid"": ""COND:5a7aa7dc3114"", ""name"": ""Type 2 Diabetes Mellitus"", ""question"": ""Do you have Type 2 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:ff206113b1a2"", ""name"": ""Gestational Diabetes Mellitus"", ""question"": ""Do you have Gestational Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:b31a062745e0"", ""name"": ""Type 1 Diabetes Mellitus"", ""question"": ""Do you have Type 1 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1429}, {""cid"": ""COND:09daa0628c3c"", ""name"": ""Prediabetes"", ""question"": ""Do you have Prediabetes?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.1667}, {""cid"": ""COND:01da3ef25313"", ""name"": ""Hypertension"", ""question"": ""Do you have Hypertension?"", ""answer"": false, ""ig"": 0.5436, ""max_b"": 0.2}, {""cid"": ""COND:afb9afa53b0e"", ""name"": ""Coronary Artery Disease"", ""question"": ""Do you have Coronary Artery Disease?"", ""answer"": false, ""ig"": 0.5917, ""max_b"": 0.25}, {""cid"": ""COND:8b8b0b0a9c4e"", ""name"": ""Chronic Kidney Disease"", ""question"": ""Do you have Chronic Kidney Disease?"", ""answer"": false, ""ig"": 0.65, ""max_b"": 0.3333}, {""cid"": ""COND:5e03ab7388b8"", ""name"": ""Congestive Heart Failure"", ""question"": ""Do you have Congestive Heart Failure?"", ""answer"": true, ""ig"": 0.7219, ""max_b"": 1.0}]","Food query: Should I avoid ice cream if I have congestive heart failure?
Clarification answers:
  - Type 2 Diabetes Mellitus: No
  - Gestational Diabetes Mellitus: No
  - Type 1 Diabetes Mellitus: No
  - Prediabetes: No
  - Hypertension: No
  - Coronary Artery Disease: No
  - Chronic Kidney Disease: No
  - Congestive Heart Failure: Yes

KG risk conditions: Congestive Heart Failure.",NOT OKAY,NOT OKAY,NOT OKAY,True,3.585
267,I'm craving sushi with raw fish. Is it safe for pregnancy with gestational diabetes?,gestational diabetes,gestational diabetes,not_okay,sushi with raw fish. is it,NOT OKAY,ANSWER,,1.0,12,1,3.585,0.0,"[{""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Prediabetes""}, {""name"": ""Hypertension""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Fish Allergy""}, {""name"": ""Gastritis""}, {""name"": ""Wheat Allergy""}, {""name"": ""Gastroesophageal Reflux Disease""}, {""name"": ""Irritable Bowel Syndrome""}]","[{""name"": ""Gestational Diabetes Mellitus""}]",1,confirmed_risky,False,"[{""cid"": ""COND:ff206113b1a2"", ""name"": ""Gestational Diabetes Mellitus"", ""question"": ""Do you have Gestational Diabetes Mellitus?"", ""answer"": true, ""ig"": 0.469, ""max_b"": 1.0}]","Food query: I'm craving sushi with raw fish. Is it safe for pregnancy with gestational diabetes?
Clarification answers:
  - Gestational Diabetes Mellitus: Yes

KG risk conditions: Gestational Diabetes Mellitus.",NOT OKAY,NOT OKAY,NOT OKAY,True,3.585
268,Is having lentil soup okay for someone with Crohn's disease?,Crohn's disease,Crohn's disease,not_okay,lentil soup,NOT OKAY,ANSWER,,1.0,5,1,2.3219,0.0,"[{""name"": ""Gastroparesis""}, {""name"": ""Irritable Bowel Syndrome""}, {""name"": ""Crohn's Disease""}, {""name"": ""Dumping Syndrome""}, {""name"": ""Diverticulitis""}]","[{""name"": ""Crohn's Disease""}]",3,confirmed_risky,False,"[{""cid"": ""COND:c876b0cbfc73"", ""name"": ""Gastroparesis"", ""question"": ""Do you have Gastroparesis?"", ""answer"": false, ""ig"": 0.7219, ""max_b"": 0.25}, {""cid"": ""COND:5b7f792d1ef4"", ""name"": ""Irritable Bowel Syndrome"", ""question"": ""Do you have Irritable Bowel Syndrome?"", ""answer"": false, ""ig"": 0.8113, ""max_b"": 0.3333}, {""cid"": ""COND:bbc8f1da7f5a"", ""name"": ""Crohn's Disease"", ""question"": ""Do you have Crohn's Disease?"", ""answer"": true, ""ig"": 0.9183, ""max_b"": 1.0}]","Food query: Is having lentil soup okay for someone with Crohn's disease?
Clarification answers:
  - Gastroparesis: No
  - Irritable Bowel Syndrome: No
  - Crohn's Disease: Yes

KG risk conditions: Crohn's Disease.",NOT OKAY,NOT OKAY,NOT OKAY,True,2.3219
269,Can I have fried chicken if I have high cholesterol?,high cholesterol,high cholesterol,not_okay,fried chicken,NOT OKAY,ANSWER,,1.0,12,1,3.585,0.0,"[{""name"": ""Prediabetes""}, {""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Hypertension""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Coronary Artery Disease""}, {""name"": ""Hypercholesterolemia""}, {""name"": ""Wheat Allergy""}, {""name"": ""Non-Celiac Gluten Sensitivity""}, {""name"": ""Celiac Disease""}]","[{""name"": ""Hypercholesterolemia""}]",9,confirmed_risky,False,"[{""cid"": ""COND:09daa0628c3c"", ""name"": ""Prediabetes"", ""question"": ""Do you have Prediabetes?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:ff206113b1a2"", ""name"": ""Gestational Diabetes Mellitus"", ""question"": ""Do you have Gestational Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:5a7aa7dc3114"", ""name"": ""Type 2 Diabetes Mellitus"", ""question"": ""Do you have Type 2 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1429}, {""cid"": ""COND:b31a062745e0"", ""name"": ""Type 1 Diabetes Mellitus"", ""question"": ""Do you have Type 1 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.1667}, {""cid"": ""COND:01da3ef25313"", ""name"": ""Hypertension"", ""question"": ""Do you have Hypertension?"", ""answer"": false, ""ig"": 0.5436, ""max_b"": 0.2}, {""cid"": ""COND:8b8b0b0a9c4e"", ""name"": ""Chronic Kidney Disease"", ""question"": ""Do you have Chronic Kidney Disease?"", ""answer"": false, ""ig"": 0.5917, ""max_b"": 0.25}, {""cid"": ""COND:5e03ab7388b8"", ""name"": ""Congestive Heart Failure"", ""question"": ""Do you have Congestive Heart Failure?"", ""answer"": false, ""ig"": 0.65, ""max_b"": 0.3333}, {""cid"": ""COND:afb9afa53b0e"", ""name"": ""Coronary Artery Disease"", ""question"": ""Do you have Coronary Artery Disease?"", ""answer"": false, ""ig"": 0.7219, ""max_b"": 0.5}, {""cid"": ""COND:f258c4dbf02c"", ""name"": ""Hypercholesterolemia"", ""question"": ""Do you have Hypercholesterolemia?"", ""answer"": true, ""ig"": 0.8113, ""max_b"": 1.0}]","Food query: Can I have fried chicken if I have high cholesterol?
Clarification answers:
  - Prediabetes: No
  - Gestational Diabetes Mellitus: No
  - Type 2 Diabetes Mellitus: No
  - Type 1 Diabetes Mellitus: No
  - Hypertension: No
  - Chronic Kidney Disease: No
  - Congestive Heart Failure: No
  - Coronary Artery Disease: No
  - Hypercholesterolemia: Yes

KG risk conditions: Hypercholesterolemia.",NOT OKAY,NOT OKAY,NOT OKAY,True,3.585
270,Is it safe for someone with GERD to drink coffee?,GERD,GERD,not_okay,it,ABSTAIN,ABSTAIN,,0.0,0,0,0.0,0.0,[],[],0,garbage_phrase,True,[],Is it safe for someone with GERD to drink coffee?,ABSTAIN,NOT OKAY,ABSTAIN,False,0.0
271,Would a turkey sandwich be okay for someone with hypertension?,hypertension,hypertension,okay,turkey sandwich,OKAY,ANSWER,,1.0,12,1,3.585,0.0,"[{""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Prediabetes""}, {""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Hypertension""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Coronary Artery Disease""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Wheat Allergy""}, {""name"": ""Egg Allergy""}, {""name"": ""Hypercholesterolemia""}, {""name"": ""Non-Celiac Gluten Sensitivity""}]","[{""name"": ""Hypertension""}]",5,confirmed_risky,False,"[{""cid"": ""COND:b31a062745e0"", ""name"": ""Type 1 Diabetes Mellitus"", ""question"": ""Do you have Type 1 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:09daa0628c3c"", ""name"": ""Prediabetes"", ""question"": ""Do you have Prediabetes?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:ff206113b1a2"", ""name"": ""Gestational Diabetes Mellitus"", ""question"": ""Do you have Gestational Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1429}, {""cid"": ""COND:5a7aa7dc3114"", ""name"": ""Type 2 Diabetes Mellitus"", ""question"": ""Do you have Type 2 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.1667}, {""cid"": ""COND:01da3ef25313"", ""name"": ""Hypertension"", ""question"": ""Do you have Hypertension?"", ""answer"": true, ""ig"": 0.5436, ""max_b"": 1.0}]","Food query: Would a turkey sandwich be okay for someone with hypertension?
Clarification answers:
  - Type 1 Diabetes Mellitus: No
  - Prediabetes: No
  - Gestational Diabetes Mellitus: No
  - Type 2 Diabetes Mellitus: No
  - Hypertension: Yes

KG risk conditions: Hypertension.",OKAY,OKAY,OKAY,True,3.585
272,I'm craving a mango smoothie. Is that fine for prediabetes?,prediabetes,prediabetes,okay,mango smoothie,OKAY,ANSWER,,1.0,12,1,3.585,0.0,"[{""name"": ""Prediabetes""}, {""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Hypertension""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Milk Allergy""}, {""name"": ""End-Stage Renal Disease""}, {""name"": ""Metabolic Syndrome""}, {""name"": ""Non-Alcoholic Fatty Liver Disease""}, {""name"": ""Hypertriglyceridemia""}]","[{""name"": ""Prediabetes""}]",1,confirmed_risky,False,"[{""cid"": ""COND:09daa0628c3c"", ""name"": ""Prediabetes"", ""question"": ""Do you have Prediabetes?"", ""answer"": true, ""ig"": 0.469, ""max_b"": 1.0}]","Food query: I'm craving a mango smoothie. Is that fine for prediabetes?
Clarification answers:
  - Prediabetes: Yes

KG risk conditions: Prediabetes.",OKAY,OKAY,OKAY,True,3.585
273,Is oatmeal with honey a good breakfast option for type 2 diabetes?,type 2 diabetes,type 2 diabetes,okay,oatmeal with honey a good breakfast option for type 2 diabetes,NOT OKAY,ANSWER,,1.0,12,1,3.585,0.0,"[{""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Prediabetes""}, {""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Non-Alcoholic Fatty Liver Disease""}, {""name"": ""Obesity""}, {""name"": ""Gastroparesis""}, {""name"": ""Metabolic Syndrome""}, {""name"": ""Hypertriglyceridemia""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Coronary Artery Disease""}, {""name"": ""Hypercholesterolemia""}]","[{""name"": ""Type 2 Diabetes Mellitus""}]",1,confirmed_risky,False,"[{""cid"": ""COND:5a7aa7dc3114"", ""name"": ""Type 2 Diabetes Mellitus"", ""question"": ""Do you have Type 2 Diabetes Mellitus?"", ""answer"": true, ""ig"": 0.469, ""max_b"": 1.0}]","Food query: Is oatmeal with honey a good breakfast option for type 2 diabetes?
Clarification answers:
  - Type 2 Diabetes Mellitus: Yes

KG risk conditions: Type 2 Diabetes Mellitus.",NOT OKAY,OKAY,NOT OKAY,False,3.585
274,Should I avoid instant noodles if I have heart disease?,heart disease,heart disease,not_okay,instant noodles,OKAY,ANSWER,,1.0,12,3,3.585,1.585,"[{""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Prediabetes""}, {""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Hypertension""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Wheat Allergy""}, {""name"": ""Non-Celiac Gluten Sensitivity""}, {""name"": ""Celiac Disease""}, {""name"": ""End-Stage Renal Disease""}, {""name"": ""Metabolic Syndrome""}]","[{""name"": ""Celiac Disease""}, {""name"": ""End-Stage Renal Disease""}, {""name"": ""Metabolic Syndrome""}]",9,belief_concentrated,False,"[{""cid"": ""COND:5a7aa7dc3114"", ""name"": ""Type 2 Diabetes Mellitus"", ""question"": ""Do you have Type 2 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:ff206113b1a2"", ""name"": ""Gestational Diabetes Mellitus"", ""question"": ""Do you have Gestational Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:09daa0628c3c"", ""name"": ""Prediabetes"", ""question"": ""Do you have Prediabetes?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1429}, {""cid"": ""COND:b31a062745e0"", ""name"": ""Type 1 Diabetes Mellitus"", ""question"": ""Do you have Type 1 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.1667}, {""cid"": ""COND:01da3ef25313"", ""name"": ""Hypertension"", ""question"": ""Do you have Hypertension?"", ""answer"": false, ""ig"": 0.5436, ""max_b"": 0.2}, {""cid"": ""COND:5e03ab7388b8"", ""name"": ""Congestive Heart Failure"", ""question"": ""Do you have Congestive Heart Failure?"", ""answer"": false, ""ig"": 0.5917, ""max_b"": 0.25}, {""cid"": ""COND:8b8b0b0a9c4e"", ""name"": ""Chronic Kidney Disease"", ""question"": ""Do you have Chronic Kidney Disease?"", ""answer"": false, ""ig"": 0.65, ""max_b"": 0.3333}, {""cid"": ""COND:af72e20ce531"", ""name"": ""Wheat Allergy"", ""question"": ""Do you have Wheat Allergy?"", ""answer"": false, ""ig"": 0.7219, ""max_b"": 0.5}, {""cid"": ""COND:53498b75730e"", ""name"": ""Non-Celiac Gluten Sensitivity"", ""question"": ""Do you have Non-Celiac Gluten Sensitivity?"", ""answer"": false, ""ig"": 0.8113, ""max_b"": 1.0}]","Food query: Should I avoid instant noodles if I have heart disease?
Clarification answers:
  - Type 2 Diabetes Mellitus: No
  - Gestational Diabetes Mellitus: No
  - Prediabetes: No
  - Type 1 Diabetes Mellitus: No
  - Hypertension: No
  - Congestive Heart Failure: No
  - Chronic Kidney Disease: No
  - Wheat Allergy: No
  - Non-Celiac Gluten Sensitivity: No

KG risk conditions: Celiac Disease, End-Stage Renal Disease, Metabolic Syndrome.",OKAY,NOT OKAY,OKAY,False,2.0
275,I want to try green tea matcha. Is that okay for high blood pressure?,high blood pressure,high blood pressure,okay,green tea matcha,NOT OKAY,ANSWER,,1.0,10,1,3.3219,0.0,"[{""name"": ""Pregnancy""}, {""name"": ""Migraine""}, {""name"": ""Hypertension""}, {""name"": ""Atrial Fibrillation""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Cardiac Arrhythmia""}, {""name"": ""Gastroesophageal Reflux Disease""}, {""name"": ""Hyperthyroidism""}, {""name"": ""Osteoporosis""}]","[{""name"": ""Hypertension""}]",3,confirmed_risky,False,"[{""cid"": ""COND:0b1e9b6d6668"", ""name"": ""Pregnancy"", ""question"": ""Do you have Pregnancy?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:a4964a16eae2"", ""name"": ""Migraine"", ""question"": ""Do you have Migraine?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.125}, {""cid"": ""COND:01da3ef25313"", ""name"": ""Hypertension"", ""question"": ""Do you have Hypertension?"", ""answer"": true, ""ig"": 0.5436, ""max_b"": 1.0}]","Food query: I want to try green tea matcha. Is that okay for high blood pressure?
Clarification answers:
  - Pregnancy: No
  - Migraine: No
  - Hypertension: Yes

KG risk conditions: Hypertension.",NOT OKAY,OKAY,NOT OKAY,False,3.3219
276,Can dark chocolate be beneficial for someone with high cholesterol?,high cholesterol,high cholesterol,okay,can dark chocolate,NOT OKAY,ANSWER,,1.0,12,1,3.585,0.0,"[{""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Prediabetes""}, {""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Coronary Artery Disease""}, {""name"": ""Gastritis""}, {""name"": ""Hypercholesterolemia""}, {""name"": ""Gastroesophageal Reflux Disease""}, {""name"": ""Pregnancy""}, {""name"": ""Obesity""}, {""name"": ""Migraine""}, {""name"": ""Non-Alcoholic Fatty Liver Disease""}]","[{""name"": ""Hypercholesterolemia""}]",7,confirmed_risky,False,"[{""cid"": ""COND:b31a062745e0"", ""name"": ""Type 1 Diabetes Mellitus"", ""question"": ""Do you have Type 1 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:ff206113b1a2"", ""name"": ""Gestational Diabetes Mellitus"", ""question"": ""Do you have Gestational Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:09daa0628c3c"", ""name"": ""Prediabetes"", ""question"": ""Do you have Prediabetes?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1429}, {""cid"": ""COND:5a7aa7dc3114"", ""name"": ""Type 2 Diabetes Mellitus"", ""question"": ""Do you have Type 2 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.1667}, {""cid"": ""COND:afb9afa53b0e"", ""name"": ""Coronary Artery Disease"", ""question"": ""Do you have Coronary Artery Disease?"", ""answer"": false, ""ig"": 0.5436, ""max_b"": 0.2}, {""cid"": ""COND:47e3393e259d"", ""name"": ""Gastritis"", ""question"": ""Do you have Gastritis?"", ""answer"": false, ""ig"": 0.5917, ""max_b"": 0.25}, {""cid"": ""COND:f258c4dbf02c"", ""name"": ""Hypercholesterolemia"", ""question"": ""Do you have Hypercholesterolemia?"", ""answer"": true, ""ig"": 0.65, ""max_b"": 1.0}]","Food query: Can dark chocolate be beneficial for someone with high cholesterol?
Clarification answers:
  - Type 1 Diabetes Mellitus: No
  - Gestational Diabetes Mellitus: No
  - Prediabetes: No
  - Type 2 Diabetes Mellitus: No
  - Coronary Artery Disease: No
  - Gastritis: No
  - Hypercholesterolemia: Yes

KG risk conditions: Hypercholesterolemia.",NOT OKAY,OKAY,NOT OKAY,False,3.585
277,Is it alright to have grilled salmon for dinner with atrial fibrillation?,atrial fibrillation,atrial fibrillation,okay,grilled salmon,NOT OKAY,ANSWER,,1.0,12,1,3.585,0.0,"[{""name"": ""Chronic Kidney Disease""}, {""name"": ""Fish Allergy""}, {""name"": ""Gastroparesis""}, {""name"": ""Gout""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Coronary Artery Disease""}, {""name"": ""Atrial Fibrillation""}, {""name"": ""Shellfish Allergy""}, {""name"": ""Hyperthyroidism""}, {""name"": ""Hypothyroidism""}, {""name"": ""Nephrolithiasis""}, {""name"": ""Diverticulitis""}]","[{""name"": ""Atrial Fibrillation""}]",7,confirmed_risky,False,"[{""cid"": ""COND:8b8b0b0a9c4e"", ""name"": ""Chronic Kidney Disease"", ""question"": ""Do you have Chronic Kidney Disease?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:54414c91de37"", ""name"": ""Fish Allergy"", ""question"": ""Do you have Fish Allergy?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:c876b0cbfc73"", ""name"": ""Gastroparesis"", ""question"": ""Do you have Gastroparesis?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1429}, {""cid"": ""COND:660abd6d6c2b"", ""name"": ""Gout"", ""question"": ""Do you have Gout?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.1667}, {""cid"": ""COND:5e03ab7388b8"", ""name"": ""Congestive Heart Failure"", ""question"": ""Do you have Congestive Heart Failure?"", ""answer"": false, ""ig"": 0.5436, ""max_b"": 0.2}, {""cid"": ""COND:afb9afa53b0e"", ""name"": ""Coronary Artery Disease"", ""question"": ""Do you have Coronary Artery Disease?"", ""answer"": false, ""ig"": 0.5917, ""max_b"": 0.25}, {""cid"": ""COND:5e6e34548da9"", ""name"": ""Atrial Fibrillation"", ""question"": ""Do you have Atrial Fibrillation?"", ""answer"": true, ""ig"": 0.65, ""max_b"": 1.0}]","Food query: Is it alright to have grilled salmon for dinner with atrial fibrillation?
Clarification answers:
  - Chronic Kidney Disease: No
  - Fish Allergy: No
  - Gastroparesis: No
  - Gout: No
  - Congestive Heart Failure: No
  - Coronary Artery Disease: No
  - Atrial Fibrillation: Yes

KG risk conditions: Atrial Fibrillation.",NOT OKAY,OKAY,NOT OKAY,False,3.585
278,I'm thinking of having a cheese pizza. Is that advisable for Crohn's disease?,Crohn's disease,Crohn's disease,not_okay,a cheese pizza,OKAY,ANSWER,,1.0,12,3,3.585,1.585,"[{""name"": ""Prediabetes""}, {""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Hypertension""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Coronary Artery Disease""}, {""name"": ""Gastritis""}, {""name"": ""Gastroesophageal Reflux Disease""}, {""name"": ""Milk Allergy""}, {""name"": ""Wheat Allergy""}]","[{""name"": ""Gastroesophageal Reflux Disease""}, {""name"": ""Milk Allergy""}, {""name"": ""Wheat Allergy""}]",9,belief_concentrated,False,"[{""cid"": ""COND:09daa0628c3c"", ""name"": ""Prediabetes"", ""question"": ""Do you have Prediabetes?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:5a7aa7dc3114"", ""name"": ""Type 2 Diabetes Mellitus"", ""question"": ""Do you have Type 2 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:ff206113b1a2"", ""name"": ""Gestational Diabetes Mellitus"", ""question"": ""Do you have Gestational Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1429}, {""cid"": ""COND:b31a062745e0"", ""name"": ""Type 1 Diabetes Mellitus"", ""question"": ""Do you have Type 1 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.1667}, {""cid"": ""COND:01da3ef25313"", ""name"": ""Hypertension"", ""question"": ""Do you have Hypertension?"", ""answer"": false, ""ig"": 0.5436, ""max_b"": 0.2}, {""cid"": ""COND:8b8b0b0a9c4e"", ""name"": ""Chronic Kidney Disease"", ""question"": ""Do you have Chronic Kidney Disease?"", ""answer"": false, ""ig"": 0.5917, ""max_b"": 0.25}, {""cid"": ""COND:5e03ab7388b8"", ""name"": ""Congestive Heart Failure"", ""question"": ""Do you have Congestive Heart Failure?"", ""answer"": false, ""ig"": 0.65, ""max_b"": 0.3333}, {""cid"": ""COND:afb9afa53b0e"", ""name"": ""Coronary Artery Disease"", ""question"": ""Do you have Coronary Artery Disease?"", ""answer"": false, ""ig"": 0.7219, ""max_b"": 0.5}, {""cid"": ""COND:47e3393e259d"", ""name"": ""Gastritis"", ""question"": ""Do you have Gastritis?"", ""answer"": false, ""ig"": 0.8113, ""max_b"": 1.0}]","Food query: I'm thinking of having a cheese pizza. Is that advisable for Crohn's disease?
Clarification answers:
  - Prediabetes: No
  - Type 2 Diabetes Mellitus: No
  - Gestational Diabetes Mellitus: No
  - Type 1 Diabetes Mellitus: No
  - Hypertension: No
  - Chronic Kidney Disease: No
  - Congestive Heart Failure: No
  - Coronary Artery Disease: No
  - Gastritis: No

KG risk conditions: Gastroesophageal Reflux Disease, Milk Allergy, Wheat Allergy.",OKAY,NOT OKAY,OKAY,False,2.0
279,Would eating eggs be a concern for someone with hyperthyroidism?,hyperthyroidism,hyperthyroidism,okay,eggs be a concern,OKAY,ANSWER,,1.0,1,1,0.0,0.0,"[{""name"": ""Egg Allergy""}]","[{""name"": ""Egg Allergy""}]",0,belief_concentrated,False,[],"Food query: Would eating eggs be a concern for someone with hyperthyroidism?
KG risk conditions: Egg Allergy.",OKAY,OKAY,OKAY,True,0.0
